author,comment,published_at,likes
@sankettokiller9150,if any body see the in this video tumbnail which book they use give me there name,2026-02-21T06:26:30Z,0
@adityabasu7999,How to get gold or above in usaco?,2026-01-11T13:31:29Z,0
@iC1000Numerounius,Your existence heals my soul,2025-12-27T16:05:48Z,0
@Shasows,"Should I start Competitive Programming now? It’s 2025, so I don’t know if this will be a good decision . Please reply boss",2025-12-03T15:41:44Z,0
@rjun152,Woa don't get stuck for 30min? I usually get stuck for hours and call my self an idiot and quit,2025-11-16T09:10:21Z,0
@private_down,(Noice bears.),2025-11-15T09:35:40Z,0
@xradmir1,can I have a russian version this english accent is killing me,2025-11-08T08:59:49Z,0
@Isaac-p2c8p,"Taking more than 30 minutes, tasking the code, if you should add an extra if.",2025-10-30T02:31:15Z,0
@AshrafulIslam-y2u,great boss..,2025-10-19T13:26:30Z,0
@Jump-d3l,you need to pratice *leaves the video*,2025-10-10T14:28:38Z,0
@vinesthemonkey,"Step 0: be Chinese

Easy LGM rank",2025-09-29T04:47:05Z,1
@thai1-y9v,"When I look at the solution, I feel guilty.",2025-09-27T12:53:18Z,0
@kingfayaiz44,Step 1 : Just Participate,2025-09-18T06:36:25Z,12
@Saturogaming111,first one ☝,2025-08-26T20:13:16Z,0
@Focusfor1year,"If anyone has experience with games like dark souls or sekiro, then I believe you already know what to do",2025-08-26T13:22:43Z,0
@JatinRaghav137,"""You thought the video"" -> ""You F*&ked the video""  0:33
Am I the only one who head this?",2025-08-06T13:35:22Z,0
@dhruv28226,Thank you!,2025-08-05T08:24:43Z,0
@yunus25jmi1,Bro u just dropped the masterpeice hook on start of the video.,2025-07-04T14:02:26Z,0
@theeagle1806,That was truly awesome man. Loved it,2025-07-03T06:31:48Z,0
@jubayer2281,Wow,2025-07-01T07:02:23Z,0
@PRASHANTPODDAR-n8h,"first 30 second was really shocking .
i was thinking that its 4 mint vdo how its end in 30 second then u said the truth.

and most best is last of 1 mint",2025-06-21T06:22:03Z,0
@SS-Stafenberg,lol no 1... 😄,2025-06-21T06:16:01Z,0
@Gazrul-j6g,Practice,2025-06-06T16:50:59Z,0
@hectatusbreakfastus6106,"This is great.  I've recently started to take programming seriously and I just love it and have come a long way in the past 4 months.  I still have a long way to go but it really is enjoyable.  I made a goofy practice program that will tell me if a donair is tasty, started it today, just need to figure out how to loop through the linked list of structs to make it work hahaha.  I am looking forward to getting the skills to build the programs I have in my head.",2025-05-10T05:09:30Z,0
@tensorPorduct,🥰,2025-03-16T16:37:58Z,0
@FlyicCN,Now I have become a red coder.,2025-03-05T09:08:55Z,0
@adityachopra9725,I could not solve a problem and did not understand the editorial solution either,2025-02-23T15:35:31Z,1
@HrishabhPatel09,Tip Number 1 😄,2025-02-18T14:01:20Z,0
@AyazNcfli,Thanks a lot !!! I promised that I will be a red coder!!!,2025-02-08T10:38:00Z,0
@yashrajsingh9247,"Who are beginners? Like what range is it, let's say, by number of question, to classify someone as beginner?",2025-01-28T20:22:59Z,0
@mithunvsadananda3285,"Hi Errichto, have you anytime stuck ?? have you seen others solutions when you stuck.",2025-01-22T15:56:50Z,0
@bowg444,I may never announce that I am getting competitive. Thank you for these useful tips!,2025-01-10T20:46:22Z,0
@salimachowdhuary1849,2:15 is it true that they all watch errichto?,2024-12-17T07:36:50Z,1
@TakeYourTimeBack,"tip: codemore, even in the games for example osu, playmore",2024-11-28T14:50:53Z,0
@davidjalkh,dziekuje pan errichto,2024-10-29T19:25:11Z,0
@siddharthsaxena9372,"00:32 Practice is key to becoming a red coder in Codeforces
01:04 5 tips to become red in code forces
01:36 Tips for improving coding skills
02:08 Choose problems slightly above your level to improve
02:40 To become a red coder on Codeforces, solve a lot of problems.
03:12 Looking at the editorial after being stuck for 20-30 minutes
03:44 Implement solutions from editorials to understand techniques better
04:10 Tips on becoming a red coder in Codeforces",2024-07-26T19:05:36Z,6
@chad._life,tip no X:  assemble your thoughts on paper first,2024-07-05T20:07:50Z,0
@ayushpareek4757,pronze panstwa,2024-07-04T09:33:55Z,0
@piotr780,thinking in C++ is one of worst books ever !!! it is for C fans only - with whom he fights in this book,2024-05-26T08:54:19Z,0
@RahulBansal14,I used to waste a lot of time while solving a problem. I will stay on the problem for 1 day that was huge waste. This is a good advice think for about 20 minutes.,2024-05-03T17:04:08Z,0
@pythonsamurai,"Да говори нормально, все свои",2024-04-27T16:48:15Z,0
@agustinperez8700,"I like more the first one, for me it's the most important, just PRACTICE.",2024-04-12T11:26:49Z,0
@Rudra0x01,His chair left him to be red coder at the end,2024-04-04T09:23:17Z,16
@kartiknagrale1479,Wow I just watched it on the 1st of April,2024-04-01T17:54:00Z,0
@CHRISTO_0101,👨🏻‍🎓🥇🥇🗝️🗝️💝👰🏻‍♀️😄🥥🏠👨‍👩‍👧🕊️🥥👰🏻‍♀️💝🥇🥇🚠,2024-03-23T05:34:56Z,0
@bieniumyszkowski8252,What if I just want to stuck for Long hours?,2024-03-19T01:48:39Z,0
@deadpoetalive4182,He tried really hard,2024-02-23T10:10:34Z,1
@shathayasin1483,🙃,2023-12-31T11:32:14Z,0
@susboy2000,Blud thinks he is funny.,2023-11-25T07:41:49Z,1
@jamilalwayse,🙂,2023-11-12T16:22:03Z,0
@fareidfareid6484,❤❤❤❤❤,2023-11-06T10:03:25Z,0
@ThanhNguyễnPhúc-s8c,thanks you for vietnamese sub,2023-10-01T06:12:04Z,0
@ashrafibrahim4934,I am a 1600. Does it make sense for me to solve 100+ 2200 problems? Because that's what I am doing,2023-08-04T05:03:52Z,0
@RikusLategan,"Spengler, are you serious about actually catching a ghost?",2023-06-29T00:18:29Z,0
@ibrahimizi741,i more fun when i typing with look to keybourd,2023-06-26T11:57:47Z,0
@ibrahimizi741,i need touch typing or not?,2023-06-26T11:57:14Z,0
@markovujanic,"I stoped at 0:27s, this is good advice!",2023-05-27T14:59:30Z,0
@hareepjoshi,That thumbnail with the og C++ tome,2023-05-11T02:00:58Z,0
@sergemerto256,The biggest irony is that whoever is watching this video for trying to find a way to become a red coder will most probably never end up becoming one. The red coders i have seen are all very serious and hardly give any time on youtube or watching help videos,2023-04-14T09:18:33Z,0
@trojanhorse8278,Can someone please tell me which book he is holding in his thumbnail? i can read the line thinking in C++ but apart from it im not able to see the author name.,2023-04-13T05:08:36Z,0
@filmamundo9194,very simple yet informative vídeo,2023-04-03T15:27:49Z,0
@chuquimiaparrajorgeluis2142,when you see the video on april 1st  😮,2023-04-01T13:42:17Z,0
@AmitKumar-gc9qc,I am watching this video on 1st Apr 2023.,2023-04-01T08:15:18Z,0
@sakhawat_100,this video is not only about to be red but also for a random guys,2023-03-18T18:11:00Z,0
@alirezaasadi8656,you are awsome,2023-03-01T10:36:22Z,0
@shaaoux5590,"Im getting trouble with tip5：if tutorial is hard to understand and the implementation is hard too, should you skip it or spend days on it? If you skip it, how is it any different working on it on the other day?",2023-02-17T11:03:59Z,1
@JamesHoang121,You are so cute as you stop during the video after telling the joke like that,2023-01-26T12:50:17Z,0
@01aniruddhaislam26,2:41 where is the editorial ?😓,2022-12-20T17:45:06Z,0
@ashishkumarupadhyay,april fool sir that i missed,2022-11-19T10:41:53Z,0
@vinayshukla6316,"No promotion, No extra talk to make video long. Exactly to the point. 💯❤️",2022-11-12T03:18:17Z,9
@ashrafibrahim4934,I can't get myself to read editorials. It ruins the problem solving experience for me. How can I become a red coder without reading editorials,2022-11-05T22:39:30Z,0
@saptarshisengupta5073,my man says thanks for the video but there's like 5 mins left,2022-11-05T10:35:34Z,1
@MegaFlorinBoss,......THANK YOU FOR THE VIDEO,2022-11-04T12:29:28Z,0
@Sumeet_100,Awesome 🔥🔥🔥,2022-10-01T09:58:14Z,0
@mohamedtechnology5105,I remember a problem took me 3 days to solve. I won't waste that much time anymore.,2022-09-09T22:01:44Z,0
@eyasir2047,"what's your handle name?(code forces, CodeChef)",2022-08-14T16:24:58Z,0
@demetriusjohnson5358,"My advice is to learn computer science... especially computer architecture..then any language will make sense, and you will understand how to harness the problem solving abilities of any computer language and understand it's physical limitations..it also explains why many use C++ for competition...it's one of the most flexible and free range languages but of course required you to understand fundamentally how the Von Neumann computer science architecture works",2022-08-06T18:57:53Z,1
@abhijitdebnath4087,Love from india brother 💕,2022-08-06T04:26:23Z,0
@edgaredgar4160,Hello! I am beginner in coding and I really like your videos. I think they are really interesting and you are nice guy!,2022-07-31T22:54:14Z,0
@khaledsalah9248,"""Thank you, I will fight for you :)""",2022-07-28T20:14:49Z,0
@Bilal_Alasha,I think i was doing a very bad mistake (: usually when i get stuck i keep trying even if it takes me to the next day to solve the problem 😐. thanks for the tip you might have just saved my life,2022-07-15T23:56:17Z,0
@thefuture4519,i love your video it just fun,2022-07-08T00:21:18Z,0
@imranq9241,What's the incentive to be good at solving these coding problems?,2022-06-28T14:49:25Z,0
@harshvirtomar6552,"Yeah okay got it, but is that rated?",2022-06-20T12:24:24Z,0
@diegonayalazo,Thanks for sharing,2022-06-18T04:23:44Z,0
@mantrarajgotecha3055,Most liked tip by me is “practice”,2022-06-10T06:07:06Z,0
@Reenact12,이걸 보고 레드 코더가 되었습니다,2022-06-08T12:59:37Z,0
@aziz0x00,Thank you bro ❤❤❤❤,2022-05-22T16:07:24Z,0
@wokegod007,Love this guys humor 😂.,2022-05-11T21:11:14Z,0
@nasseryazgi,Coool,2022-04-26T00:58:27Z,0
@SanjuKumar-ye8xz,"When you say bye bye at starting,   Then I focused on the video and saw that the video is still pending.  The timeline is  not complete and in video is bye bye. How 😄😄😄😄",2022-04-18T17:47:43Z,1
@relytheone853,Does exist a book on math for software developers?,2022-04-17T11:43:52Z,0
@gençlermerhabahepinizhoşgeldnz,"Not getting stuck on one question and instead watching editorial tip was very helpful, thanks!",2022-04-08T19:22:25Z,7
@CharlieForEve,"No.  You need to know the principles and techniques of smart algorithms.  And what is a technique?  Well really, it is a way to transform a problem into an easier problem that has the same answer.  Like N*(N+1)/2 instead of 1+2+3+ . . . + N.  And that happens when you utilize all of the information given and its special properties to show it is a special case of what its straightforward representation is.  You have to think in terms of general principles.  sets, lists, trees - data structures - and how to reduce them.",2022-04-04T12:56:49Z,1
@divyanshuparihar9693,The irony is today is 1st april too,2022-04-01T16:39:13Z,0
@ShikaIE,"A bit late to this, but I just want to point out on 3:16 he mentioned that even after reading editorial, you should still implement it yourself. This is in line with the ""thinking fast and slow"" concept where System 1 is the fast (processing your senses etc), intuitive thinking, skills, and System 2 is the deep, analytical thinking. If you don't engage your System 2, chances are you won't learn anything. Just like when you use GPS navigation fully vs getting lost at first. You'd remember the route better with latter :)
Also doing things long enough, using System 2, it will become intuitive later and only need System 1, like learn to ride a bicycle.",2022-03-16T09:30:25Z,57
@jacktrainer4387,"Another tip is to speak with his accent. By default, every American will believe you are an expert programmer.😉",2022-03-15T18:17:15Z,0
@michaelscott5653,I'm stuck at getting good at the 1st tip..,2022-02-28T06:47:13Z,0
@malrborojamez1631,LOOOOOOOOOOOL,2022-02-02T11:13:15Z,0
@prplutem,I hace 42 and like start to program,2022-01-22T11:19:08Z,0
@your_name96,"My goal for watching this video is not to become X-rated coder, but howto solve harder problems in round, I want to understand good CF blogs but I can only if I improve my knowledge and skill. 
I will come back in 1 year here. Thank you Kamil",2022-01-06T21:56:44Z,0
@That_Girly_Gamer,i want to know whether i can keep a pen and paper with myself and use it to dry run code before submitting. iwant to use the pen and paper for rough work.,2021-12-20T18:10:38Z,0
@Kolmogortsev_KK,Thank you a lot! You really made my mind cleaner about how to start and what to do at all. I got myself being stuck with begining because all mind is about what to read or what to find to just start so it just even started. Competitive programming is what i really need but also it is so hard. Would like to be a red,2021-12-18T20:22:39Z,2
@kariakistephen508,You can't be funny is not for you,2021-12-09T19:39:32Z,0
@Iloverecursion,Are u Mr bean cz I see his 🧸,2021-11-24T13:35:14Z,0
@sanatbek819,Your are doing really good job! Thanks,2021-11-19T19:40:00Z,0
@amulop,Is that java language matter ?,2021-11-15T09:24:17Z,0
@arkabahce,What is priceless ? Priceless is that a programmer making jokes ! :D However it does not look like normal people making jokes :D,2021-11-13T21:09:28Z,0
@manavkapur8428,Thanks Hope I could  do good in next 6 8 months with these tips !,2021-10-27T16:26:29Z,0
@mainchannel7003,3rd most popular question: what gives you becoming red ?,2021-10-21T09:18:26Z,0
@liquid-007-me,THINKING IN C++ EDYCJA POLSKA TOM 2 BRUCE ECKEL CHUCK ALLISON,2021-10-20T19:46:33Z,0
@rifatchowdhury3683,"@Errichto greetings sir. Hope you are fine. I watch your videos very often. I am a high school student. And in my country a lot of high school student want to be a good coder as well as a good competitive programmer. So can you provide sone metarial and videos for high school students?
It will be very helpfull for us in our near future.",2021-10-20T12:54:01Z,1
@noicerone,"Just like Math
More practice you do  = better you get.",2021-10-13T07:13:15Z,0
@zakrzak6430,zrobisz polską wersje bo widzę że jesteś polakiem :),2021-09-28T05:18:35Z,0
@the_santa_klaus,"1. Practice
2. Solve problems with editorials
3. Solving problems slightly above your level. 
4. Solve an optimal numbers of problems like 200-400 not 2000-4000
5. Don't get stuck for long hours.",2021-09-25T19:43:50Z,1035
@AnasMations,I want to become Nutella,2021-09-13T12:39:37Z,0
@chatterbox2052,"Hey @Errichto , can u make videos on how to overcome depression & rating loss fear agitation problem in C?. Thank you.",2021-08-30T13:57:37Z,0
@houssainehilali5305,U got us with that April fool ngl,2021-08-23T19:35:19Z,0
@SaifurRahman92,"1:24 If you were me, you would have given up and slept.",2021-08-21T05:07:00Z,4
@aziz0x00,"awesome man, really this is so helping! you r a life savior!",2021-08-19T17:49:47Z,0
@HarshaVardhan-xx6ii,Are you related to Tim Cook of Apple>,2021-08-19T03:38:34Z,0
@vipulpatil8307,"How much effort should be taken 








.


.Any one reply",2021-08-17T16:50:47Z,0
@lighthasan3811,What's the name of the books your holding?,2021-08-17T11:50:00Z,0
@lighthasan3811,What's the name of the books your holding?,2021-08-17T11:48:41Z,0
@md.yasinarafathpiyal2217,"Sir, I really want to be a coder but the problem is I just can't start solving problems. Like my brain is not letting me to start coding or something. What can I do about this? any suggestion?
Thanks to whoever give me a solution. I will appreciate your answer. Have a good day.",2021-08-15T15:30:34Z,0
@StartWithShikhorRoy,"https://youtu.be/y7169jEvb-Y?t=243

🤣🤣🤣🤣🤣",2021-08-15T14:16:49Z,0
@amad1eus271,"I think my screen hang 0:24....





Then he blink his eyes 2 times...",2021-08-14T09:20:39Z,0
@swordofgrayskull1530,This guy reminds me of max verstappen,2021-08-07T11:14:54Z,0
@the_01_guy,"came here from YT scrolling, good one sir, thank you",2021-08-07T07:06:28Z,0
@devanshkumar1542,00:38 yes we know you are a red coder,2021-08-06T07:47:56Z,0
@336_saranyamaity8,"why you look so intelligent 😂 ?
BTW obviously you are !!!!",2021-08-06T03:04:41Z,0
@mr.ANIMAT0N,"Why am I here, I'm just a noob",2021-08-05T08:52:21Z,1
@Waliul_The_Wall-E,wow,2021-08-04T08:16:10Z,0
@aeons0_0,jiangly,2021-08-03T11:58:49Z,0
@tianyima8642,Thank you so much for this! I liked that you mentioned the editorial. I think that's very important.,2021-08-01T19:48:45Z,1
@alexandrosipov4186,Tip 0: You must be born as a freak,2021-07-23T21:10:20Z,0
@rishicabrera4484,🤔,2021-07-21T16:22:55Z,0
@brolyshop6822,"I never think this joke will come from Erictho, he looks like kind of serious person. That’s so funny.",2021-07-21T06:54:54Z,0
@shahidullahkaiserfaravi,Is Regular 8 hrs practice enough for beginners?,2021-07-01T21:09:27Z,0
@its_raksh,Thanks,2021-06-29T04:55:30Z,0
@kimjong-un4521,Thankyou,2021-06-19T04:35:56Z,0
@gauravkumar-ek8mr,"I am starting Today.
wish me, Good luck guy's",2021-06-13T04:44:09Z,2
@maseqo3360,+rep za to ze nie wpier*alasz reklam,2021-06-06T18:44:48Z,0
@lukkash,"➡️ Grębosz _""Opus magnum C++ 11""_ , kolejna perelka godna polecenia",2021-05-20T18:51:31Z,1
@priyanshukumarsingh9397,"Hello, i am from India and i want to known that the same problem i did it on an IDE it runs but not in Codechef why? And can you help me how to solve problems in their ways?",2021-05-20T17:13:11Z,0
@Kitora_Su,Why did you upload this on April 1st? x.x (jk),2021-05-17T09:48:43Z,0
@mixshots1801,Thank you very much,2021-05-15T20:55:02Z,1
@ajayhayagreeve70,"What the hell!! How did you become red by solving just 800 problems (maybe around 1200 with other sites) ? I have solved more than 2000 problems in 2 accounts combined, with normal distribution of mean around 1700 and sigma around 350, but i am still blue.",2021-05-15T03:47:55Z,0
@terajijaji3339,Today youtube Algo gave me his video and now just subscribed.,2021-05-14T17:33:53Z,0
@whitebear1903,*proszę państwa oto mis*,2021-05-08T22:40:55Z,0
@aakarshitrekhi8071,He's trying to be funny and that makes him funny,2021-05-06T05:51:03Z,0
@dharaniidharkatikaneni4973,Hello programmers at the end 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2021-04-30T15:22:32Z,0
@saadahmedkhan8778,Why youtube recommend me this video?   To tell me How incompatible I am.,2021-04-15T17:12:52Z,0
@turkeylover6929,00:21 this is when I liked and subscribed!! A truly wise and simple words,2021-04-11T04:25:36Z,0
@mrelitecoder5587,thanks a lot bro,2021-04-09T04:03:18Z,0
@jdragon8184,1 st is good,2021-04-08T11:17:29Z,0
@teddq7210,Teddy 🧸,2021-04-04T09:46:33Z,0
@gaurishagrawal9404,"I need advice. I know how to solve the problems on leetcode,hackerrank,etc. But it takes me a long time to figure out the solution. Many times when I look at the editorial, I literally feel stupid because I know how to implement what they did...but I could not think about it on the spot. Like for exmaple I did a problem in which I was suposed to reverse a intiger. No string methods allowed. I solved that and then I did a problem about telling if a number is a paridlome. Also no string methods allowed. I did a very complex and long solution which worked for 80% cases. Then I looked at someone elses code and realised I could have used the ""reverse a integer"" problem in this as well. All I had to do was reverse the int (using math) and then compare the original and new value. But how to think of all this on the spot? I cant even think of it at my desk...then how in the world can I think of it in a stressful situation like interview or completition.",2021-04-03T21:27:45Z,1
@priyanshusaxena7157,I'm just fed up watching algoexpert ad😑,2021-04-03T08:21:21Z,0
@shubhammantri3550,Coincidently I am watching this video on 1st April 2021,2021-04-01T12:26:08Z,1
@SahilSharma-vl9rk,It's 1st April today 😭,2021-04-01T11:44:47Z,0
@debasmitdey1132,I am watching this on 1st april 2021,2021-04-01T11:19:05Z,1
@lokeshgujjar177,lol i am watching this in 1 apr  but 2021,2021-04-01T00:36:57Z,0
@arfathahmed3433,Hmmm... It's 1st of April. YouTube's way of telling me that I have gone nowhere with this.,2021-03-31T21:37:47Z,0
@sanskarjain7986,"These tips are more clear once you are into cp and dsa, all the problems like stuck on a problem etc are encountered.",2021-03-22T16:25:29Z,1
@4Facts,"you are an awesome man and I watched most of your videos, especially the Facebook code Competition  and Thank you for your tips",2021-03-18T16:33:03Z,0
@robinhood5407,When this guy codes compiler gets warnings !!,2021-03-14T10:09:04Z,0
@aayush5474,He is serious even when he is joking what a legend!,2021-03-07T06:18:35Z,9
@j.franciscox3318,Who is Tanya Romanova?,2021-02-27T15:37:53Z,0
@HimanshuKumar-yh7ox,Ye to tothla hai😲,2021-01-28T16:24:28Z,0
@RohitSharma-cl8hy,You fcuk the video is over ....omg i love his accent,2021-01-26T05:00:30Z,0
@deepbarankar2852,"Errichto sensei taught this to us last year and now in 2021, I will be applying this. Arigato Sensei :)",2021-01-21T17:48:37Z,1
@isobarbaric,This homo sapien needs more subscribers. :),2021-01-20T01:10:18Z,0
@vimleshkumarkanaujiya,Love ❤️,2021-01-18T21:24:24Z,0
@giggityyy...,Kind of scary when screen went BLACK 😂,2021-01-16T17:07:33Z,0
@jeffhardyextremematt,1. Be Russian,2021-01-14T13:47:24Z,0
@ankit7942,2:23 be a lover boi!,2021-01-12T15:28:36Z,1
@anuragbose2622,Practice more problem and learn to do maths .,2021-01-12T03:46:51Z,0
@mihailmihalev8154,Can you do tutorial for Dived and coquer?,2021-01-11T11:46:50Z,1
@nihalshukla7718,how long does it take to become red on codeforces,2021-01-05T20:42:28Z,0
@VEDANTAKRISHNABHUTANI-ds7zu,Wait for January 1st and change your profile to red. The easiest full proof way that works.,2021-01-04T05:34:49Z,0
@fuadaskerov650,"i want become a programmer , and i want to ask , what firstly i  need to do",2020-12-30T18:06:27Z,0
@fuadaskerov650,Errichto say me please where you work?,2020-12-30T18:04:00Z,0
@thisisgksingh,truth has been spoken,2020-12-19T03:32:35Z,0
@blazi_0,5 tyips,2020-12-18T20:35:09Z,0
@muhammadridho7680,Step 1: mathhhhhhhhh,2020-12-17T16:05:23Z,1
@shashwatsharma4420,Your voice is like a 100 year old wise wizard.,2020-12-12T06:44:00Z,198
@carlinlapo,Brilliant as always bro,2020-12-08T22:00:40Z,0
@placements_exe1237,i just drop by here to watch the first 30 seconds  almost every day !!!,2020-12-08T05:05:59Z,0
@vidhanchandra3997,Robert lewandowski....poland,2020-12-05T15:40:37Z,0
@steppenwolf4247,What's your learning path throw cpp and mastering it ?,2020-12-03T12:44:00Z,0
@4ll144,"DOES HE JUST CALLED ME ""PROGRAMMER""? 

I gotta call my mom",2020-12-01T18:05:58Z,0
@lougvar,"I watched whole video from 0 to 0:32 and thats really useful! Now I think I know how to become a really great coder. Thank you very much, now I need to go practice what I learned from the video!",2020-11-24T12:20:12Z,4
@krolprestizu2489,"wait a minute
your tshirt is from poland???
ARE YOU FROM POLAND???",2020-11-23T22:12:26Z,0
@Mateo-fq8bs,"""proszę państwa""?",2020-11-23T18:49:08Z,0
@learningcurve7498,Si it possible to make a living out of this ?,2020-11-22T02:58:56Z,0
@vimleshkumarkanaujiya,Love you Bro🖤🖤🖤,2020-11-21T19:14:27Z,0
@gaming_with_ajey,"Just for fun, I watch this video every Now and then,
especially for, ""HELLO PROGRAMMERS"".
@Errichto. You should also try Comedy. May be try a joke or two on william. :)",2020-11-20T11:08:06Z,0
@thestranger4107,Thanks bhai (Brother).,2020-11-15T15:59:43Z,1
@egor.okhterov,"- How do you become red coder?
- You don't.",2020-11-12T22:39:47Z,3
@MaiFast,"I have a little bit YouTube experience and I can understand this 3:41, lol",2020-11-12T12:50:25Z,0
@gauravkumarjain,"for learning Whitehat jr coding you may check the channel named ""Gaurav Kumar Jain"". it has got amazing videos. learn to code .",2020-11-10T05:27:28Z,0
@arczi11108,to było niezłe:) piona,2020-11-02T22:01:47Z,0
@_krishsharma_2103,i love ur english accent,2020-11-01T17:51:28Z,1
@rajaspaunikar9695,Why don't you join google?,2020-11-01T09:52:14Z,0
@edwinmunguia2049,I admire you dude. You rule!,2020-10-31T14:21:58Z,0
@tabassumtreena8689,Thanks.This video gave me inspiration to register in codeforces.I must follow these tips from now on.,2020-10-21T20:37:17Z,1
@PunchLineGAi,haha to bylo dobre ! usmialem sie,2020-10-21T18:58:09Z,0
@ripudamankatoch4647,Why did man u spend 80 million dollars to get him???,2020-10-14T05:28:18Z,0
@Ayuburi,Lol,2020-10-12T23:50:45Z,0
@nehasingh7975,any book for suggestion as i saw in the main page?,2020-10-11T08:29:03Z,0
@jotes2188,Proszę państwa :),2020-10-10T23:24:10Z,0
@ThunderAppeal,"My question about codeforces is why does a site which claims to so awesome with code is run by a bunch of noobs?
I clicked on codeforces > 'bad gateway'  redirect can be a friend if you let it.",2020-10-06T20:27:22Z,0
@brunocena3885,u look like tim cook,2020-10-03T19:14:50Z,0
@deepabhi1233,"can you please recommend any website or platform where we can solve problems out of our comfort zone and which also provides editorial in case, if we got stuck!!",2020-10-03T15:47:34Z,0
@saksham9170,"Hey, I've been practicing for two months now and I can definitely say that my level has improved! My friend just gave me ctci and I could solve almost every question in it. There's only one way and that is solve problems.",2020-09-28T12:57:41Z,5
@ahmadx4203,"if you are stuck at any problem for about 40 minutes you should watch the tutorial again and when you find something new which you didn't apply or you should've applied instead of some other technique, you go and try it and fix some issues and if still you are not getting the solution to that whole problem watch the tutorial again until you do. And this is only for beginners or like intermediate coders/problem solvers, not for experts or Masters, Experts/Highly skilled coders can take another hour or two to solve the problem on their on. The best tip i ever had. And honestly i am already doing it but sometimes i think of it as theft with my studies. So, You made it clear for me. Thanks",2020-09-28T12:15:33Z,0
@xa_if,"Your tips really help me, thanks mate.",2020-09-28T04:39:18Z,0
@rockisrealmusic5338,"I'm a beginner and just started to learn Python and plan to learn more like Java, js, html and Css. Can anyone suggest me some good books to read on these languages or programming in general ?",2020-09-27T11:14:40Z,0
@Voando44S,Ensinar a cria mod hacker menu para o free fire,2020-09-25T00:52:39Z,0
@TheHardikupadhyay87,you vs Tourist is like CR7 vs Messi,2020-09-22T19:05:20Z,0
@infinitycodes1588,Thanks man,2020-09-21T13:05:32Z,0
@amitlevy834,Which website has problems with editorials? I can't find any on Codeforces.,2020-09-15T09:13:54Z,0
@piotrkozakowski3367,"Maybe you are never joking... But I'm pretty sure you sometimes lie. Which means that the statement ""I'm never joking"" could also be a lie.",2020-09-12T09:58:47Z,0
@42Siren,Did anybody notice that he suggested a DFS based approach of study while using DFS for studying as an example ?,2020-09-08T04:38:11Z,0
@paramitamallik9693,Plz suggest books on c++.,2020-09-07T05:42:24Z,0
@priyaraj4735,I am doing competitive programming 3 by Steven halim and solving questions on uva online judge but it's quite frustrating and there are no editorials it's quite frustrating. Please help,2020-09-05T14:33:01Z,0
@abhirajmodhave1499,I want your brain.,2020-09-02T15:56:38Z,0
@senatorpoopypants7182,"No I did not think it was over, you know YouTube has a progress bar right? Anyway I've been doing this for a couple days now and I noticed the questions aren't I feel like completely unambiguous. Maybe it's just how these competitive coding problems are written, maybe I'm not interpreting the questions in a specific way known only too accomplished veterans or promising prodigies or somethin I really dk. Maybe somebody got some tips on that I had kinda the same problem on spoj but I don't think it's a problem on gcj or Kickstart for me",2020-09-01T00:22:20Z,0
@mariajahan639,Can u plez make a video for the beginners😄😄😄,2020-08-31T20:43:03Z,0
@defaultprofile8417,Im hardstuck at 800 rating bc im too lazy to learn all cpp stls lol.,2020-08-31T08:29:50Z,0
@meegz149,"00:32 I laughed out loud, really. That's why I spelled it out :P",2020-08-29T03:49:26Z,1
@larknoone565,"I don't think all people can reach red. There are clear mental differences that make reaching red for any one is completely impossible.
Also, solving problem should not be random. so, It's better if you follow some path or curricula.",2020-08-27T09:45:36Z,0
@timurkarimov9799,"I believe this one with 20-30mins of trying and then go check the editorial is the most important one. It seems to me that many people have this problem sitting on the same problem hours/days, the same by me... Thanks for video!",2020-08-24T17:46:31Z,58
@ArbitCode,"1 practice
2 Choose problem have editorial 
3 slightly above your zone
4 solve problem alot
5 after 30 minutes read tutorial",2020-08-24T02:56:11Z,2
@kitgary,I am curious if a competitive programmer have time for dating and enjoy social life as it takes so much time to improve programming and algorithm skills.,2020-08-22T13:04:12Z,1
@narendrakumariitb,One thing you must know that I am never joking 🤣,2020-08-21T12:03:56Z,0
@databasedscience5182,"Thanks a lot for this,I watched this video the same day when it came out but I forgot about it.4 months later i happened to start doing codeforces and I had this very same experience happen to me where i couldn't solve this greedy problem,so i looked over at the editorials, and then i aced the next greedy problem without looking and it was better than the solution I saw later in the editiorial.Feels like a hack.",2020-08-21T09:57:17Z,0
@manasshukla2002,Nice one,2020-08-19T18:21:15Z,0
@ramram99111,Hai bro could you please provide your mail Id,2020-08-19T00:40:44Z,0
@shifanpazheri5614,All are good,2020-08-18T14:57:23Z,0
@MasterMurray3,😂😂😂,2020-08-15T16:13:31Z,0
@valeriobelenkov3029,"What should I do if i get an error that doesn't have an explanation as to how to solve it(such as runtime test error on test n, wrong answer on test n) even though the program works on my text editor, it doesn't get accepted and i don't know what to do about it...",2020-08-13T21:12:44Z,0
@justsomerandomdude2415,I already have a lot of life problems why would i dare to solve a lot more problems hahaha just kidding,2020-08-13T14:01:22Z,0
@黎銘-s9n,"Thanks man, I find a mountain to climb.",2020-08-13T08:11:09Z,0
@FitnessChaos,Good video,2020-08-13T06:02:29Z,0
